CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,cluster
13184,15,12,1616.45,4,5,4,454,1
13185,268,1,71.4,1,1,1,111,0
13186,40,5,1539.69,3,4,4,344,1
13187,337,1,236.02,1,1,1,111,0
13188,11,1,114.60000000000001,5,1,1,511,1
13189,19,2,260.68,4,2,2,422,1
13192,95,2,911.94,2,2,3,223,1
13193,61,1,112.08,3,1,1,311,1
13194,136,1,60.7,2,1,1,211,1
13196,11,4,1797.78,5,4,4,544,1
13198,10,8,3384.09,5,5,5,555,1
13199,4,39,9803.96,5,5,5,555,3
13200,19,4,870.09,4,4,3,443,1
13203,10,4,869.46,5,4,3,543,1
13207,15,2,250.26000000000002,4,2,2,422,1
13208,59,7,1199.65,3,4,4,344,1
13209,30,11,5820.16,4,5,5,455,1
13210,94,1,353.48,2,1,2,212,1
13211,10,3,1095.42,5,3,4,534,1
13212,9,4,779.33,5,4,3,543,1
13213,57,6,1518.43,3,4,4,344,1
13216,268,1,333.74,1,1,2,112,0
13217,122,5,133.62,2,4,1,241,1
13218,127,1,62.63999999999999,2,1,1,211,1
13220,78,4,819.2900000000001,2,4,3,243,1
13221,240,2,847.41,1,2,3,123,0
13223,200,2,163.20000000000002,1,2,1,121,0
13224,60,3,2150.85,3,3,5,335,1
13225,3,8,6083.04,5,5,5,555,1
13226,273,1,108.21000000000001,1,1,1,111,0
13227,202,1,257.7,1,1,2,112,0
13228,81,1,358.0,2,1,2,212,1
13229,226,1,160.95,1,1,1,111,0
13230,4,15,2712.07,5,5,5,555,1
13232,13,7,1328.35,4,4,4,444,1
13233,74,2,605.12,2,2,3,223,1
13235,212,2,101.17000000000007,1,2,1,121,0
13236,25,3,727.27,4,3,3,433,1
13238,11,5,680.83,5,4,3,543,1
13239,262,1,329.56,1,1,2,112,0
13240,96,4,663.65,2,4,3,243,1
13242,112,3,270.40000000000003,2,3,2,232,1
13243,203,1,585.12,1,1,3,113,0
13244,93,1,121.74000000000001,2,1,1,211,1
13245,51,1,430.5,3,1,2,312,1
13246,18,7,1896.32,4,4,4,444,1
13247,18,4,501.12,4,4,3,443,1
13248,125,2,465.68,2,2,2,222,1
13249,92,3,711.41,2,3,3,233,1
13253,157,2,1030.4,2,2,4,224,0
13255,4,3,390.66,5,3,2,532,1
13258,12,3,672.83,4,3,3,433,1
13259,62,1,283.18,3,1,2,312,1
13260,61,1,557.62,3,1,3,313,1
13261,269,2,944.1,1,2,4,124,0
13262,263,1,200.29,1,1,1,111,0
13263,1,35,7436.93,5,5,5,555,3
13265,53,5,2092.66,3,4,5,345,1
13266,11,19,3717.67,5,5,5,555,3
13267,3,27,4404.44,5,5,5,555,3
13268,18,15,3127.7,4,5,5,455,1
13269,1,17,5312.97,5,5,5,555,3
13270,366,1,590.0,1,1,3,113,0
13271,37,2,172.37,3,2,1,321,1
13272,31,2,276.56,4,2,2,422,1
13273,113,1,138.98,2,1,1,211,1
13276,64,2,590.9300000000001,3,2,3,323,1
13277,16,4,258.4,4,4,2,442,1
13278,41,1,542.73,3,1,3,313,1
13279,64,2,126.30000000000001,3,2,1,321,1
13280,122,3,798.46,2,3,3,233,1
13282,18,6,1047.8400000000001,4,4,4,444,1
13283,60,2,93.66,3,2,1,321,1
13284,323,2,196.15,1,2,1,121,0
13285,23,4,2709.12,4,4,5,445,1
13291,156,1,361.11,2,1,2,212,0
13292,39,2,578.9399999999999,3,2,3,323,1
13294,190,2,873.74,1,2,3,123,0
13295,360,2,197.95000000000002,1,2,1,121,0
13296,137,1,87.4,2,1,1,211,1
13297,8,4,2089.85,5,4,5,545,1
13298,1,1,360.0,5,1,2,512,1
13299,268,1,142.5,1,1,1,111,0
13300,165,2,365.29,2,2,2,222,0
13301,104,4,618.09,2,4,3,243,1
13302,155,1,63.75,2,1,1,211,0
13304,351,1,300.42,1,1,2,112,0
13305,4,10,2000.86,5,5,4,554,1
13307,120,1,15.0,2,1,1,211,1
13308,23,4,1367.6100000000001,4,4,4,444,1
13309,7,5,1456.79,5,4,4,544,1
13310,9,6,1083.63,5,4,4,544,1
13311,4,2,598.57,5,2,3,523,1
13313,22,5,1555.32,4,4,4,444,1
13314,2,4,593.51,5,4,3,543,1
13316,37,5,5570.6900000000005,3,4,5,345,1
13317,64,9,2140.07,3,5,5,355,1
13318,1,3,640.76,5,3,3,533,1
13319,5,36,10664.34,5,5,5,555,3
13320,70,6,1475.2,3,4,4,344,1
13321,72,2,567.36,2,2,3,223,1
13322,17,1,199.48000000000002,4,1,1,411,1
13323,3,5,787.85,5,4,3,543,1
13324,32,12,7072.8,3,5,5,355,1
13325,82,1,675.3,2,1,3,213,1
13327,39,9,3617.57,3,5,5,355,1
13328,316,1,1308.48,1,1,4,114,0
13329,32,4,740.4,3,4,3,343,1
13330,93,3,1140.93,2,3,4,234,1
13332,14,1,350.9,4,1,2,412,1
13334,82,3,3502.32,2,3,5,235,1
13336,77,1,795.12,2,1,3,213,1
13338,154,3,431.82,2,3,2,232,0
13339,201,1,860.12,1,1,3,113,0
13340,45,7,10736.48,3,4,5,345,1
13341,261,1,775.85,1,1,3,113,0
13343,173,2,303.93,2,2,2,222,0
13344,68,3,2511.69,3,3,5,335,1
13345,277,2,377.6,1,2,2,122,0
13347,70,1,341.36,3,1,2,312,1
13348,64,1,233.76,3,1,1,311,1
13349,11,1,247.32,5,1,2,512,1
13350,16,3,910.72,4,3,3,433,1
13351,66,1,373.94,3,1,2,312,1
13352,8,2,389.28,5,2,2,522,1
13354,71,1,743.53,2,1,3,213,1
13355,122,1,674.7,2,1,3,213,1
13356,80,1,768.24,2,1,3,213,1
13357,257,1,609.4,1,1,3,113,0
13358,269,1,439.03,1,1,2,112,0
13359,59,2,431.26,3,2,2,322,1
13362,3,5,3085.4900000000002,5,4,5,545,1
13363,18,2,992.5,4,2,4,424,1
13365,9,3,2191.22,5,3,5,535,1
13366,50,1,56.160000000000004,3,1,1,311,1
13368,257,2,623.4,1,2,3,123,0
13369,354,2,263.75,1,2,2,122,0
13370,366,2,721.32,1,2,3,123,0
13372,90,1,378.64,2,1,2,212,1
13373,61,3,3312.25,3,3,5,335,1
13375,81,2,772.9,2,2,3,223,1
13376,99,3,1019.76,2,3,4,234,1
13379,26,3,572.56,4,3,3,433,1
13381,21,7,3626.81,4,4,5,445,1
13382,281,1,222.99,1,1,1,111,0
13384,31,9,4122.28,4,5,5,455,1
13385,330,1,534.57,1,1,3,113,0
13388,121,3,627.15,2,3,3,233,1
13389,11,3,797.96,5,3,3,533,1
13390,75,1,544.08,2,1,3,213,1
13391,204,1,59.8,1,1,1,111,0
13394,2,10,2312.8,5,5,5,555,1
13395,185,1,307.72,1,1,2,112,0
13396,22,4,1325.29,4,4,4,444,1
13397,73,6,1539.18,2,4,4,244,1
13398,192,1,457.34,1,1,2,112,0
13402,127,2,621.23,2,2,3,223,1
13403,18,1,75.0,4,1,1,411,1
13404,1,2,252.49,5,2,2,522,1
13405,74,3,572.451,2,3,3,233,1
13408,2,81,27487.41,5,5,5,555,3
13410,9,7,988.91,5,4,4,544,1
13411,107,1,213.55,2,1,1,211,1
13414,134,3,1390.5,2,3,4,234,1
13416,44,2,712.5,3,2,3,323,1
13417,5,2,640.83,5,2,3,523,1
13418,12,23,5845.44,4,5,5,455,3
13419,64,1,221.06,3,1,1,311,1
13420,135,4,140.35,2,4,1,241,1
13421,40,3,1831.61,3,3,4,334,1
13422,51,2,2601.55,3,2,5,325,1
13425,108,3,1624.21,2,3,4,234,1
13426,1,12,3550.7000000000003,5,5,5,555,1
13427,19,3,582.6,4,3,3,433,1
13428,10,1,201.78,5,1,1,511,1
13429,11,4,1006.8,5,4,4,544,1
13430,19,4,648.6899999999999,4,4,3,443,1
13431,67,2,1269.1,3,2,4,324,1
13434,74,2,534.24,2,2,3,223,1
13435,5,9,3794.4900000000002,5,5,5,555,1
13436,2,1,196.89,5,1,1,511,1
13437,14,7,3408.06,4,4,5,445,1
13439,255,1,283.71,1,1,2,112,0
13441,92,1,296.64,2,1,2,212,1
13447,23,4,1104.23,4,4,4,444,1
13448,17,10,3460.9900000000002,4,5,5,455,1
13449,24,1,291.88,4,1,2,412,1
13450,27,6,2043.7199999999998,4,4,5,445,1
13451,26,6,2838.56,4,4,5,445,1
13452,259,2,590.0,1,2,3,123,0
13453,166,2,356.97999999999996,2,2,2,222,0
13455,25,4,1007.35,4,4,4,444,1
13456,18,7,1737.8200000000002,4,4,4,444,1
13458,7,22,9537.92,5,5,5,555,3
13460,29,2,183.44,4,2,1,421,1
13461,39,3,1445.0,3,3,4,334,1
13462,183,2,143.25,1,2,1,121,0
13464,58,1,674.68,3,1,3,313,1
13466,100,2,297.95,2,2,2,222,1
13467,11,2,1071.91,5,2,4,524,1
13468,2,41,5656.75,5,5,5,555,3
13470,99,2,165.0,2,2,1,221,1
13471,1,4,2501.84,5,4,5,545,1
13473,61,3,417.54,3,3,2,332,1
13474,236,1,226.84,1,1,1,111,0
13475,191,4,1431.78,1,4,4,144,0
13476,179,4,1092.77,1,4,4,144,0
13477,38,8,1441.53,3,5,4,354,1
13479,198,3,291.0,1,3,2,132,0
13481,46,8,1776.81,3,5,4,354,1
13482,232,1,184.64,1,1,1,111,0
13483,66,1,140.34,3,1,1,311,1
13484,241,1,313.8,1,1,2,112,0
13485,233,1,454.24,1,1,2,112,0
13486,78,3,1122.41,2,3,4,234,1
13487,58,3,575.4,3,3,3,333,1
13488,17,17,8910.61,4,5,5,455,3
13489,105,4,449.52,2,4,2,242,1
13491,52,10,1215.82,3,5,4,354,1
13492,136,3,1269.84,2,3,4,234,1
13493,275,2,618.63,1,2,3,123,0
13494,312,1,316.26000000000005,1,1,2,112,0
13495,8,6,1990.1200000000001,5,4,4,544,1
13496,11,3,617.93,5,3,3,533,1
13497,283,3,321.05,1,3,2,132,0
13499,18,7,1146.96,4,5,4,454,1
13500,23,4,1136.77,4,4,4,444,1
13501,243,2,1310.47,1,2,4,124,0
13502,17,3,292.0,4,3,2,432,1
13503,71,1,216.85,2,1,1,211,1
13504,64,1,295.93,3,1,2,312,1
13505,68,8,4282.88,3,5,5,355,1
13506,312,3,452.82,1,3,2,132,0
13507,3,4,2479.16,5,4,5,545,1
13508,244,1,110.97,1,1,1,111,0
13509,9,7,979.72,5,5,4,554,1
13510,1,5,1785.16,5,4,4,544,1
13512,261,1,251.21,1,1,2,112,0
13513,127,1,205.1,2,1,1,211,1
13514,74,1,152.20000000000002,2,1,1,211,1
13515,73,4,891.12,2,4,3,243,1
13516,21,3,1389.41,4,3,4,434,1
13517,60,5,2109.07,3,4,5,345,1
13518,86,1,627.16,2,1,3,213,1
13519,50,2,110.80000000000001,3,2,1,321,1
13520,59,8,3487.75,3,5,5,355,1
13521,1,3,1071.73,5,3,4,534,1
13522,30,1,125.80000000000001,4,1,1,411,1
13523,33,6,3755.38,3,4,5,345,1
13524,41,5,680.1800000000001,3,4,3,343,1
13525,15,2,628.78,4,2,3,423,1
13527,34,8,2218.61,3,5,5,355,1
13529,79,2,307.76,2,2,2,222,1
13531,205,2,483.8,1,2,3,123,0
13532,34,1,210.31,3,1,1,311,1
13533,183,3,269.09,1,3,2,132,0
13534,2,43,5613.08,5,5,5,555,3
13536,1,7,3444.39,5,5,5,555,1
13538,43,7,1280.85,3,5,4,354,1
13539,86,4,605.84,2,4,3,243,1
13544,40,2,276.06,3,2,2,322,1
13546,12,3,621.09,4,3,3,433,1
13548,96,2,678.16,2,2,3,223,1
13549,26,8,916.12,4,5,3,453,1
13551,319,1,91.80000000000001,1,1,1,111,0
13552,66,16,3539.53,3,5,5,355,1
13555,74,4,4098.88,2,4,5,245,1
13557,28,2,584.06,4,2,3,423,1
13558,6,4,594.52,5,4,3,543,1
13560,7,1,171.42000000000002,5,1,1,511,1
13561,216,1,141.85999999999999,1,1,1,111,0
13562,82,3,1799.33,2,3,4,234,1
13563,84,2,777.53,2,2,3,223,1
13564,144,5,623.3900000000001,2,4,3,243,1
13565,19,2,240.22,4,2,1,421,1
13566,41,2,856.84,3,2,3,323,1
13568,173,1,187.05,2,1,1,211,0
13569,17,2,338.62,4,2,2,422,1
13570,243,1,239.49,1,1,1,111,0
13571,13,12,2088.94,4,5,5,455,1
13572,206,1,1384.25,1,1,4,114,0
13573,50,2,290.25,3,2,2,322,1
13575,23,5,732.0699999999999,4,4,3,443,1
13576,10,20,6703.3,5,5,5,555,3
13577,25,5,1658.3,4,4,4,444,1
13579,15,2,467.04,4,2,2,422,1
13581,309,1,118.0,1,1,1,111,0
13583,156,1,781.03,2,1,3,213,0
13584,307,1,142.4,1,1,1,111,0
13587,32,3,347.0,3,3,2,332,1
13588,16,13,2445.12,4,5,5,455,1
13589,15,2,379.65,4,2,2,422,1
13590,11,7,1976.12,5,5,4,554,1
13591,65,3,1117.13,3,3,4,334,1
13592,36,4,247.95999999999998,3,4,2,342,1
13593,108,6,1965.0800000000002,2,4,4,244,1
13594,53,1,396.97,3,1,2,312,1
13596,6,2,664.11,5,2,3,523,1
13598,47,2,147.29,3,2,1,321,1
13599,1,33,5026.85,5,5,5,555,3
13600,312,1,219.52,1,1,1,111,0
13601,45,2,693.32,3,2,3,323,1
13602,65,1,428.89,3,1,2,312,1
13603,26,1,164.34,4,1,1,411,1
13606,29,3,276.75,4,3,2,432,1
13607,40,1,675.51,3,1,3,313,1
13610,12,9,1065.88,4,5,4,454,1
13611,89,4,1140.8,2,4,4,244,1
13614,24,4,1585.46,4,4,4,444,1
13615,313,2,399.99,1,2,2,122,0
13617,40,3,544.18,3,3,3,333,1
13618,174,1,177.34,2,1,1,211,0
13621,117,1,213.85,2,1,1,211,1
13623,31,7,652.4,4,5,3,453,1
13626,253,1,257.23,1,1,2,112,0
13627,59,7,1624.02,3,5,4,354,1
13629,23,11,7792.36,4,5,5,455,1
13630,5,11,1995.68,5,5,4,554,1
13631,100,12,3021.77,2,5,5,255,1
13632,25,6,2114.68,4,4,5,445,1
13634,33,5,1547.3600000000001,3,4,4,344,1
13635,68,1,1071.03,3,1,4,314,1
13636,37,6,941.62,3,4,4,344,1
13637,52,3,804.3,3,3,3,333,1
13638,16,1,122.64,4,1,1,411,1
13639,74,1,1033.34,2,1,4,214,1
13642,216,1,312.28,1,1,2,112,0
13643,31,3,519.44,4,3,3,433,1
13644,9,5,2597.52,5,4,5,545,1
13645,120,1,252.1,2,1,2,212,1
13647,10,5,1640.22,5,4,4,544,1
13649,257,2,346.6,1,2,2,122,0
13650,17,7,1809.34,4,5,4,454,1
13651,35,2,94.2,3,2,1,321,1
13652,46,3,1095.08,3,3,4,334,1
13654,43,6,2707.33,3,4,5,345,1
13655,114,2,932.97,2,2,4,224,1
13656,165,2,379.65,2,2,2,222,0
13657,11,2,382.14,5,2,2,522,1
13658,10,7,2421.47,5,5,5,555,1
13659,197,3,1540.65,1,3,4,134,0
13662,86,7,862.58,2,5,3,253,1
13663,179,1,189.47,1,1,1,111,0
13666,60,3,84.65,3,3,1,331,1
13667,149,1,299.05,2,1,2,212,0
13668,3,29,6162.31,5,5,5,555,3
13669,51,2,218.55,3,2,1,321,1
13670,75,1,349.7,2,1,2,212,1
13673,19,2,387.44,4,2,2,422,1
13675,151,2,486.82000000000005,2,2,3,223,0
13678,152,1,232.6,2,1,1,211,0
13680,1,5,2199.01,5,4,5,545,1
13681,18,4,827.83,4,4,3,443,1
13682,187,1,59.5,1,1,1,111,0
13684,286,2,62.13,1,2,1,121,0
13685,3,7,3119.44,5,5,5,555,1
13686,183,1,72.0,1,1,1,111,0
13689,63,1,910.0,3,1,3,313,1
13690,59,1,172.25,3,1,1,311,1
13692,25,5,1466.8700000000001,4,4,4,444,1
13694,4,60,62690.54,5,5,5,555,3
13695,31,15,2504.13,4,5,5,455,1
13697,39,1,151.29999999999998,3,1,1,311,1
13699,155,1,308.58000000000004,2,1,2,212,0
13700,26,10,2248.63,4,5,5,455,1
13703,318,1,99.5,1,1,1,111,0
13704,5,10,2295.31,5,5,5,555,1
13705,8,3,711.86,5,3,3,533,1
13706,303,1,330.79,1,1,2,112,0
13707,267,2,806.41,1,2,3,123,0
13708,271,1,285.33,1,1,2,112,0
13709,4,17,6228.71,5,5,5,555,3
13710,32,1,180.48,3,1,1,311,1
13711,219,2,252.06,1,2,2,122,0
13712,247,1,228.84,1,1,1,111,0
13715,281,8,1051.99,1,5,4,154,0
13716,269,1,138.28,1,1,1,111,0
13717,32,7,1432.26,3,5,4,354,1
13718,246,2,306.55,1,2,2,122,0
13719,15,5,1041.68,4,4,4,444,1
13720,117,4,799.9,2,4,3,243,1
13721,36,1,524.14,3,1,3,313,1
13722,120,4,2369.16,2,4,5,245,1
13723,217,1,199.85000000000002,1,1,1,111,0
13725,50,11,1809.81,3,5,4,354,1
13726,39,2,1079.6599999999999,3,2,4,324,1
13727,29,2,333.48,4,2,2,422,1
13728,37,6,1016.14,3,4,4,344,1
13730,136,2,752.6,2,2,3,223,1
13731,219,2,610.59,1,2,3,123,0
13732,28,1,491.86,4,1,3,413,1
13735,25,8,2764.48,4,5,5,455,1
13736,5,3,721.9,5,3,3,533,1
13737,200,1,339.59999999999997,1,1,2,112,0
13739,18,1,216.9,4,1,1,411,1
13740,241,1,350.75,1,1,2,112,0
13741,72,4,666.33,2,4,3,243,1
13742,17,14,3079.27,4,5,5,455,1
13743,3,8,1340.1499999999999,5,5,4,554,1
13744,95,2,1080.52,2,2,4,224,1
13745,151,2,291.54,2,2,2,222,0
13747,374,1,79.6,1,1,1,111,0
13748,96,5,948.25,2,4,4,244,1
13750,54,5,1647.26,3,4,4,344,1
13751,288,1,296.25,1,1,2,112,0
13752,124,6,1175.38,2,4,4,244,1
13753,288,1,741.26,1,1,3,113,0
13754,152,2,282.59999999999997,2,2,2,222,0
13755,4,10,2101.39,5,5,5,555,1
13756,2,15,5145.12,5,5,5,555,1
13758,12,7,3190.55,4,5,5,455,1
13759,33,2,659.4100000000001,3,2,3,323,1
13760,54,2,286.79,3,2,2,322,1
13761,50,2,1070.65,3,2,4,324,1
13762,204,2,3.552713678800501e-15,1,2,1,121,0
13763,63,3,1689.46,3,3,4,334,1
13764,71,3,1519.42,2,3,4,234,1
13767,2,52,16945.71,5,5,5,555,3
13769,2,16,2771.87,5,5,5,555,1
13771,64,5,2631.7,3,4,5,345,1
13772,34,3,1122.63,3,3,4,334,1
13774,82,1,345.0,2,1,2,212,1
13777,1,41,25748.350000000002,5,5,5,555,3
13778,103,1,178.7,2,1,1,211,1
13780,7,2,360.01,5,2,2,522,1
13781,251,1,127.84,1,1,1,111,0
13782,13,6,908.86,4,4,3,443,1
13784,10,11,2462.79,5,5,5,555,1
13786,367,1,230.39999999999998,1,1,1,111,0
13787,76,2,309.04,2,2,2,222,1
13790,4,1,348.8,5,1,2,512,1
13791,43,3,1047.68,3,3,4,334,1
13792,66,2,195.55,3,2,1,321,1
13798,1,63,36352.87,5,5,5,555,3
13799,117,2,688.86,2,2,3,223,1
13800,310,1,558.32,1,1,3,113,0
13801,67,1,324.8,3,1,2,312,1
13802,138,6,3906.27,2,4,5,245,1
13803,255,1,277.07,1,1,2,112,0
13804,31,7,2588.39,4,5,5,455,1
13805,52,2,924.6,3,2,4,324,1
13806,64,1,256.38,3,1,2,312,1
13807,367,1,112.6,1,1,1,111,0
13808,6,5,1747.66,5,4,4,544,1
13809,305,1,155.05,1,1,1,111,0
13810,29,4,899.51,4,4,3,443,1
13811,184,4,591.75,1,4,3,143,0
13812,42,3,539.0,3,3,3,333,1
13813,40,5,1353.41,3,4,4,344,1
13814,56,3,1562.12,3,3,4,334,1
13815,22,5,4014.91,4,4,5,445,1
13816,24,4,555.04,4,4,3,443,1
13817,29,2,382.98,4,2,2,422,1
13819,302,3,1140.35,1,3,4,134,0
13821,145,2,385.64,2,2,2,222,0
13822,6,2,632.0,5,2,3,523,1
13823,19,2,957.66,4,2,4,424,1
13824,33,5,1698.94,3,4,4,344,1
13826,158,2,174.65,2,2,1,221,0
13827,58,3,409.8,3,3,2,332,1
13828,22,1,209.49,4,1,1,411,1
13831,16,6,2198.45,4,4,5,445,1
13832,18,2,40.949999999999996,4,2,1,421,1
13833,159,1,383.85,2,1,2,212,0
13835,25,4,834.57,4,4,3,443,1
13837,212,2,266.59000000000003,1,2,2,122,0
13838,6,4,674.82,5,4,3,543,1
13841,253,1,85.0,1,1,1,111,0
13842,59,9,3385.62,3,5,5,355,1
13844,11,1,361.62,5,1,2,512,1
13845,65,1,312.98,3,1,2,312,1
13846,25,4,847.61,4,4,3,443,1
13848,92,3,1255.0,2,3,4,234,1
13849,52,2,1537.95,3,2,4,324,1
13850,88,2,1586.81,2,2,4,224,1
13851,96,3,2651.46,2,3,5,235,1
13853,9,2,1056.94,5,2,4,524,1
13854,9,29,8025.0199999999995,5,5,5,555,3
13856,169,5,363.4,2,4,2,242,0
13858,57,1,216.17,3,1,1,311,1
13859,326,1,201.16,1,1,1,111,0
13860,1,6,1240.0,5,4,4,544,1
13862,18,10,2187.31,4,5,5,455,1
13863,245,2,299.56,1,2,2,122,0
13865,58,4,501.56,3,4,3,343,1
13866,74,1,145.67000000000002,2,1,1,211,1
13867,31,3,1005.09,4,3,4,434,1
13868,7,2,3192.54,5,2,5,525,1
13869,123,4,3083.65,2,4,5,245,1
13870,2,10,2751.25,5,5,5,555,1
13871,23,14,6389.8,4,5,5,455,1
13873,120,4,381.7,2,4,2,242,1
13874,358,1,540.45,1,1,3,113,0
13875,54,5,1786.79,3,4,4,344,1
13876,64,1,122.7,3,1,1,311,1
13877,86,1,117.24,2,1,1,211,1
13878,55,1,1271.57,3,1,4,314,1
13880,21,13,3219.77,4,5,5,455,1
13881,4,22,16989.52,5,5,5,555,3
13882,3,6,1131.28,5,4,4,544,1
13883,1,9,2538.75,5,5,5,555,1
13884,7,6,781.3000000000001,5,4,3,543,1
13885,189,2,506.8,1,2,3,123,0
13886,71,1,243.56,2,1,1,211,1
13887,204,1,349.55,1,1,2,112,0
13888,120,2,595.67,2,2,3,223,1
13889,93,1,416.90000000000003,2,1,2,212,1
13890,1,14,1860.8600000000001,5,5,4,554,1
13892,27,4,632.97,4,4,3,443,1
13893,298,1,821.1,1,1,3,113,0
13894,22,5,535.97,4,4,3,443,1
13895,21,5,2588.12,4,4,5,445,1
13897,50,1,311.16,3,1,2,312,1
13898,326,1,155.93,1,1,1,111,0
13899,16,2,388.52,4,2,2,422,1
13900,183,3,740.95,1,3,3,133,0
13901,72,5,2867.2,2,4,5,245,1
13904,37,2,332.64,3,2,2,322,1
13908,80,5,2347.05,2,4,5,245,1
13911,57,9,2580.91,3,5,5,355,1
13914,4,3,613.95,5,3,3,533,1
13917,50,2,272.04,3,2,2,322,1
13918,50,2,1212.8400000000001,3,2,4,324,1
13919,53,3,350.15999999999997,3,3,2,332,1
13922,352,1,172.25,1,1,1,111,0
13923,54,1,351.13,3,1,2,312,1
13924,2,11,1682.08,5,5,4,554,1
13925,36,6,616.65,3,4,3,343,1
13926,23,1,223.85000000000002,4,1,1,411,1
13927,75,1,348.99,2,1,2,212,1
13928,11,4,464.57,5,4,2,542,1
13929,169,3,802.85,2,3,3,233,0
13930,58,2,337.34,3,2,2,322,1
13931,86,3,1230.93,2,3,4,234,1
13932,295,1,307.4,1,1,2,112,0
13933,109,2,608.7900000000001,2,2,3,223,1
13934,264,1,922.1,1,1,4,114,0
13936,171,2,361.28,2,2,2,222,0
13937,169,1,158.85,2,1,1,211,0
13938,35,1,71.66,3,1,1,311,1
13939,23,4,556.75,4,4,3,443,1
13940,17,4,839.14,4,4,3,443,1
13941,22,7,4912.41,4,5,5,455,1
13946,79,3,561.5699999999999,2,3,3,233,1
13947,65,1,90.6,3,1,1,311,1
13948,361,1,102.0,1,1,1,111,0
13949,3,6,2427.32,5,4,5,545,1
13950,11,5,728.56,5,4,3,543,1
13951,176,3,674.45,1,3,3,133,0
13952,211,3,3246.091,1,3,5,135,0
13953,7,7,3515.68,5,5,5,555,1
13954,2,3,378.59,5,3,2,532,1
13955,154,2,322.96,2,2,2,222,0
13956,5,5,1019.27,5,4,4,544,1
13959,79,3,594.04,2,3,3,233,1
13960,21,2,230.22,4,2,1,421,1
13962,22,2,169.55,4,2,1,421,1
13963,308,4,664.54,1,4,3,143,0
13967,146,1,80.7,2,1,1,211,0
13969,7,20,8956.92,5,5,5,555,3
13971,9,11,2702.2200000000003,5,5,5,555,1
13972,71,2,190.25,2,2,1,221,1
13973,287,1,264.7,1,1,2,112,0
13974,49,1,413.59000000000003,3,1,2,312,1
13975,31,7,2438.19,4,5,5,455,1
13976,207,1,357.98,1,1,2,112,0
13978,15,2,196.79000000000002,4,2,1,421,1
13979,73,1,869.87,2,1,3,213,1
13980,60,1,200.14,3,1,1,311,1
13982,39,5,1861.11,3,4,4,344,1
13983,30,13,2590.46,4,5,5,455,1
13984,27,6,488.03,4,4,3,443,1
13985,4,16,7024.53,5,5,5,555,1
13986,17,1,320.46,4,1,2,412,1
13988,20,9,4098.8,4,5,5,455,1
13989,66,2,1266.08,3,2,4,324,1
13990,213,1,311.3,1,1,2,112,0
13991,12,7,847.54,4,5,3,453,1
13992,30,1,76.8,4,1,1,411,1
13993,32,12,3409.66,3,5,5,355,1
13994,4,6,2274.14,5,4,5,545,1
13995,15,6,1383.49,4,4,4,444,1
13999,10,15,3865.26,5,5,5,555,1
14000,206,2,633.71,1,2,3,123,0
14001,46,4,2030.3300000000002,3,4,5,345,1
14002,134,2,529.73,2,2,3,223,1
14004,43,7,4582.64,3,5,5,355,1
14005,10,5,2874.72,5,4,5,545,1
14006,116,3,962.19,2,3,4,234,1
14009,198,3,685.9300000000001,1,3,3,133,0
14012,278,1,328.8,1,1,2,112,0
14013,110,3,473.02,2,3,2,232,1
14014,77,1,505.18,2,1,3,213,1
14015,53,1,917.34,3,1,4,314,1
14016,154,5,4328.46,2,4,5,245,0
14019,47,4,1398.96,3,4,4,344,1
14020,17,2,642.8,4,2,3,423,1
14021,155,3,631.9,2,3,3,233,0
14022,225,1,440.0,1,1,2,112,0
14023,7,2,584.07,5,2,3,523,1
14024,122,2,327.7,2,2,2,222,1
14027,61,1,104.82,3,1,1,311,1
14029,63,2,467.66,3,2,2,322,1
14030,18,8,2358.84,4,5,5,455,1
14031,7,23,14634.640000000001,5,5,5,555,3
14032,2,18,2929.84,5,5,5,555,1
14034,22,4,509.09,4,4,3,443,1
14035,29,5,1428.02,4,4,4,444,1
14036,285,1,626.65,1,1,3,113,0
14037,176,2,147.20000000000002,1,2,1,121,0
14038,78,4,1554.48,2,4,4,244,1
14039,33,1,152.2,3,1,1,311,1
14040,41,15,3487.59,3,5,5,355,1
14041,266,1,141.41,1,1,1,111,0
14044,27,4,646.42,4,4,3,443,1
14045,109,4,1659.75,2,4,4,244,1
14046,284,1,154.99,1,1,1,111,0
14047,9,7,1290.01,5,5,4,554,1
14048,277,2,375.13,1,2,2,122,0
14049,17,6,5536.15,4,4,5,445,1
14050,32,2,746.36,3,2,3,323,1
14051,1,26,15477.34,5,5,5,555,3
14052,20,1,225.36,4,1,1,411,1
14053,124,2,260.25,2,2,2,222,1
14054,65,1,92.46,3,1,1,311,1
14055,106,1,725.6400000000001,2,1,3,213,1
14056,1,29,8062.46,5,5,5,555,3
14057,24,18,6141.099999999999,4,5,5,455,3
14059,267,1,183.6,1,1,1,111,0
14060,5,20,6135.38,5,5,5,555,3
14062,10,12,10464.85,5,5,5,555,1
14064,29,7,1168.92,4,5,4,454,1
14066,267,1,152.55,1,1,1,111,0
14067,64,2,374.7,3,2,2,322,1
14068,320,1,265.85,1,1,2,112,0
14071,4,9,1306.16,5,5,4,554,1
14073,21,2,139.54,4,2,1,421,1
14075,5,3,942.26,5,3,4,534,1
14076,129,1,118.67,2,1,1,211,1
