InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,IsReturn,InvoiceYearMonth,InvoiceDateOnly,Weekday,CohortMonth,OrderMonth
573150,22197,POPCORN HOLDER,5,2011-10-27 20:07:00,0.85,15014,United Kingdom,4.25,False,2011-10,2011-10-27,Thursday,2011-06,2011-10
539647,84247N,PACK/12 BLUE FOLKART CARDS,1,2010-12-20 16:08:00,2.95,15460,United Kingdom,2.95,False,2010-12,2010-12-20,Monday,2010-12,2010-12
575965,23532,WALL ART WORK REST AND PLAY  ,3,2011-11-13 12:32:00,4.95,13426,United Kingdom,14.850000000000001,False,2011-11,2011-11-13,Sunday,2010-12,2011-11
572887,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,8,2011-10-26 13:47:00,3.75,12362,Belgium,30.0,False,2011-10,2011-10-26,Wednesday,2011-02,2011-10
546762,21244,BLUE POLKADOT PLATE ,2,2011-03-16 14:12:00,1.69,17961,United Kingdom,3.38,False,2011-03,2011-03-16,Wednesday,2010-12,2011-03
549044,85099F,JUMBO BAG STRAWBERRY,10,2011-04-06 09:11:00,1.95,16161,United Kingdom,19.5,False,2011-04,2011-04-06,Wednesday,2010-12,2011-04
540562,20726,LUNCH BAG WOODLAND,20,2011-01-10 10:35:00,1.65,12524,Germany,33.0,False,2011-01,2011-01-10,Monday,2011-01,2011-01
555937,23156,SET OF 5 MINI GROCERY MAGNETS,24,2011-06-08 09:39:00,2.08,12683,France,49.92,False,2011-06,2011-06-08,Wednesday,2010-12,2011-06
571065,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-10-13 14:59:00,1.65,12613,Germany,19.799999999999997,False,2011-10,2011-10-13,Thursday,2011-03,2011-10
C563109,20725,LUNCH BAG RED RETROSPOT,-6,2011-08-12 10:31:00,1.65,12656,France,-9.899999999999999,True,2011-08,2011-08-12,Friday,2011-04,2011-08
573773,23581,JUMBO BAG PAISLEY PARK,40,2011-11-01 10:21:00,2.08,13327,United Kingdom,83.2,False,2011-11,2011-11-01,Tuesday,2010-12,2011-11
536412,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1,2010-12-01 11:49:00,1.65,17920,United Kingdom,1.65,False,2010-12,2010-12-01,Wednesday,2010-12,2010-12
550467,22383,LUNCH BAG SUKI DESIGN ,2,2011-04-18 13:36:00,1.65,18009,United Kingdom,3.3,False,2011-04,2011-04-18,Monday,2011-04,2011-04
550906,21654,RIDGED GLASS FINGER BOWL,36,2011-04-21 12:34:00,0.39,14298,United Kingdom,14.040000000000001,False,2011-04,2011-04-21,Thursday,2010-12,2011-04
581412,23381,PACK OF 12 VINTAGE LEAF TISSUES ,12,2011-12-08 14:38:00,0.39,14415,United Kingdom,4.68,False,2011-12,2011-12-08,Thursday,2010-12,2011-12
550802,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2011-04-20 15:21:00,3.75,17120,United Kingdom,15.0,False,2011-04,2011-04-20,Wednesday,2011-04,2011-04
577084,22485,SET OF 2 WOODEN MARKET CRATES,12,2011-11-17 15:41:00,10.95,16626,United Kingdom,131.39999999999998,False,2011-11,2011-11-17,Thursday,2011-03,2011-11
540986,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-01-12 16:14:00,0.65,15291,United Kingdom,10.4,False,2011-01,2011-01-12,Wednesday,2010-12,2011-01
575212,23486,ANTIQUE HEART SHELF UNIT,1,2011-11-09 10:41:00,16.65,14108,United Kingdom,16.65,False,2011-11,2011-11-09,Wednesday,2011-08,2011-11
568665,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2011-09-28 12:52:00,1.45,13018,United Kingdom,17.4,False,2011-09,2011-09-28,Wednesday,2011-02,2011-09
578488,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-11-24 12:53:00,0.55,12784,Portugal,0.55,False,2011-11,2011-11-24,Thursday,2011-11,2011-11
563750,21650,ASSORTED TUTTI FRUTTI BRACELET,96,2011-08-19 10:18:00,0.19,16122,United Kingdom,18.240000000000002,False,2011-08,2011-08-19,Friday,2010-12,2011-08
578826,22112,CHOCOLATE HOT WATER BOTTLE,4,2011-11-25 14:24:00,4.95,17329,United Kingdom,19.8,False,2011-11,2011-11-25,Friday,2011-01,2011-11
547906,47599A,PINK PARTY BAGS,3,2011-03-28 12:13:00,2.1,14410,United Kingdom,6.300000000000001,False,2011-03,2011-03-28,Monday,2011-02,2011-03
549116,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-04-06 12:49:00,8.95,16670,United Kingdom,17.9,False,2011-04,2011-04-06,Wednesday,2010-12,2011-04
573362,22152,PLACE SETTING WHITE STAR,24,2011-10-30 13:06:00,0.42,12597,Spain,10.08,False,2011-10,2011-10-30,Sunday,2011-03,2011-10
561878,20829,GLITTER HANGING BUTTERFLY STRING,4,2011-07-31 12:34:00,2.1,17388,United Kingdom,8.4,False,2011-07,2011-07-31,Sunday,2011-02,2011-07
568346,21098,CHRISTMAS TOILET ROLL,3,2011-09-26 15:28:00,2.46,14096,United Kingdom,7.38,False,2011-09,2011-09-26,Monday,2011-08,2011-09
563750,17091J,VANILLA INCENSE IN TIN,36,2011-08-19 10:18:00,0.38,16122,United Kingdom,13.68,False,2011-08,2011-08-19,Friday,2010-12,2011-08
544916,21754,HOME BUILDING BLOCK WORD,2,2011-02-24 15:42:00,5.95,17377,United Kingdom,11.9,False,2011-02,2011-02-24,Thursday,2010-12,2011-02
553850,85054,FRENCH ENAMEL POT W LID,6,2011-05-19 12:59:00,2.95,18075,United Kingdom,17.700000000000003,False,2011-05,2011-05-19,Thursday,2010-12,2011-05
C551018,22667,RECIPE BOX RETROSPOT ,-6,2011-04-26 11:19:00,2.95,12705,Germany,-17.700000000000003,True,2011-04,2011-04-26,Tuesday,2010-12,2011-04
542891,22794,SWEETHEART WIRE MAGAZINE RACK,6,2011-02-01 13:26:00,7.95,16705,United Kingdom,47.7,False,2011-02,2011-02-01,Tuesday,2010-12,2011-02
539653,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",20,2010-12-20 16:50:00,1.25,13564,United Kingdom,25.0,False,2010-12,2010-12-20,Monday,2010-12,2010-12
546658,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-03-15 14:21:00,1.25,15150,United Kingdom,15.0,False,2011-03,2011-03-15,Tuesday,2011-03,2011-03
547657,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2011-03-24 12:58:00,4.95,13871,United Kingdom,29.700000000000003,False,2011-03,2011-03-24,Thursday,2011-02,2011-03
578633,21790,VINTAGE SNAP CARDS,12,2011-11-24 16:31:00,0.85,16616,United Kingdom,10.2,False,2011-11,2011-11-24,Thursday,2011-07,2011-11
543733,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-02-11 12:16:00,1.65,12395,Belgium,19.799999999999997,False,2011-02,2011-02-11,Friday,2010-12,2011-02
540953,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2011-01-12 13:16:00,3.75,14587,United Kingdom,3.75,False,2011-01,2011-01-12,Wednesday,2011-01,2011-01
561544,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-07-28 10:14:00,0.29,16170,United Kingdom,13.919999999999998,False,2011-07,2011-07-28,Thursday,2011-04,2011-07
559462,23209,LUNCH BAG DOILEY PATTERN ,10,2011-07-08 13:12:00,1.65,16523,United Kingdom,16.5,False,2011-07,2011-07-08,Friday,2011-01,2011-07
544298,22930,BAKING MOULD HEART MILK CHOCOLATE,12,2011-02-17 12:51:00,2.1,14298,United Kingdom,25.200000000000003,False,2011-02,2011-02-17,Thursday,2010-12,2011-02
554666,23201,JUMBO BAG ALPHABET,10,2011-05-25 14:54:00,2.08,13599,United Kingdom,20.8,False,2011-05,2011-05-25,Wednesday,2010-12,2011-05
579561,22993,SET OF 4 PANTRY JELLY MOULDS,4,2011-11-30 11:32:00,1.25,16115,United Kingdom,5.0,False,2011-11,2011-11-30,Wednesday,2011-02,2011-11
540397,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,2011-01-06 18:57:00,0.85,13187,United Kingdom,0.85,False,2011-01,2011-01-06,Thursday,2011-01,2011-01
552282,22659,LUNCH BOX I LOVE LONDON,6,2011-05-08 12:44:00,1.95,14040,United Kingdom,11.7,False,2011-05,2011-05-08,Sunday,2011-01,2011-05
548332,22499,WOODEN UNION JACK BUNTING,48,2011-03-30 13:39:00,4.95,15364,United Kingdom,237.60000000000002,False,2011-03,2011-03-30,Wednesday,2011-03,2011-03
558888,22896,PEG BAG APPLES DESIGN,1,2011-07-04 15:29:00,2.55,14056,United Kingdom,2.55,False,2011-07,2011-07-04,Monday,2011-02,2011-07
C541863,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,2011-01-23 16:08:00,2.55,13798,United Kingdom,-2.55,True,2011-01,2011-01-23,Sunday,2010-12,2011-01
554507,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,24,2011-05-24 15:29:00,2.55,15513,United Kingdom,61.199999999999996,False,2011-05,2011-05-24,Tuesday,2010-12,2011-05
541564,22496,SET OF 2 ROUND TINS DUTCH CHEESE,2,2011-01-19 11:38:00,2.95,16904,United Kingdom,5.9,False,2011-01,2011-01-19,Wednesday,2010-12,2011-01
549690,21925,UNION STRIPE CUSHION COVER ,1,2011-04-11 13:41:00,1.25,17841,United Kingdom,1.25,False,2011-04,2011-04-11,Monday,2010-12,2011-04
555701,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,2011-06-06 14:34:00,1.65,14498,United Kingdom,3.3,False,2011-06,2011-06-06,Monday,2010-12,2011-06
576650,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,24,2011-11-16 10:34:00,2.08,14286,United Kingdom,49.92,False,2011-11,2011-11-16,Wednesday,2011-04,2011-11
558627,23020,GLASS  SONGBIRD STORAGE JAR,1,2011-06-30 17:40:00,12.5,14711,United Kingdom,12.5,False,2011-06,2011-06-30,Thursday,2011-03,2011-06
576236,35819B,"ACRYLIC HANGING JEWEL,BLUE",1,2011-11-14 13:31:00,0.38,13755,United Kingdom,0.38,False,2011-11,2011-11-14,Monday,2011-10,2011-11
545308,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2011-03-01 13:19:00,8.95,14656,United Kingdom,8.95,False,2011-03,2011-03-01,Tuesday,2011-03,2011-03
562444,23202,JUMBO BAG VINTAGE LEAF,3,2011-08-04 18:44:00,2.08,14713,United Kingdom,6.24,False,2011-08,2011-08-04,Thursday,2010-12,2011-08
557870,22209,WOOD STAMP SET HAPPY BIRTHDAY,12,2011-06-23 12:36:00,0.83,14404,United Kingdom,9.959999999999999,False,2011-06,2011-06-23,Thursday,2010-12,2011-06
566081,22727,ALARM CLOCK BAKELIKE RED ,4,2011-09-09 10:09:00,3.75,16293,United Kingdom,15.0,False,2011-09,2011-09-09,Friday,2010-12,2011-09
558237,22718,CARD CAT AND TREE ,24,2011-06-27 15:04:00,0.42,12867,United Kingdom,10.08,False,2011-06,2011-06-27,Monday,2010-12,2011-06
562779,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,16,2011-08-09 12:58:00,1.25,17841,United Kingdom,20.0,False,2011-08,2011-08-09,Tuesday,2010-12,2011-08
547785,23180,MUM'S KITCHEN CLOCK,2,2011-03-25 11:41:00,4.95,13097,United Kingdom,9.9,False,2011-03,2011-03-25,Friday,2010-12,2011-03
548156,21586,KINGS CHOICE GIANT TUBE MATCHES,3,2011-03-29 13:22:00,2.55,14871,United Kingdom,7.6499999999999995,False,2011-03,2011-03-29,Tuesday,2010-12,2011-03
540249,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-01-05 16:00:00,1.25,15298,United Kingdom,15.0,False,2011-01,2011-01-05,Wednesday,2010-12,2011-01
566590,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-09-13 14:51:00,1.65,14032,United Kingdom,19.799999999999997,False,2011-09,2011-09-13,Tuesday,2010-12,2011-09
564316,23345, DOLLY GIRL BEAKER,12,2011-08-24 13:11:00,1.25,13985,United Kingdom,15.0,False,2011-08,2011-08-24,Wednesday,2011-03,2011-08
565648,23375,50'S CHRISTMAS PAPER GIFT BAG,5,2011-09-05 16:22:00,0.82,18196,United Kingdom,4.1,False,2011-09,2011-09-05,Monday,2011-02,2011-09
577880,23451,SQUARE MINI PORTRAIT FRAME,6,2011-11-22 11:37:00,1.95,14515,United Kingdom,11.7,False,2011-11,2011-11-22,Tuesday,2011-05,2011-11
559256,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-07-07 12:10:00,1.65,15249,United Kingdom,19.799999999999997,False,2011-07,2011-07-07,Thursday,2011-03,2011-07
580402,21154,RED RETROSPOT OVEN GLOVE ,1,2011-12-04 11:55:00,1.25,13536,United Kingdom,1.25,False,2011-12,2011-12-04,Sunday,2011-09,2011-12
581334,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,2011-12-08 12:07:00,1.25,17841,United Kingdom,1.25,False,2011-12,2011-12-08,Thursday,2010-12,2011-12
560782,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-07-21 10:10:00,1.25,14769,United Kingdom,15.0,False,2011-07,2011-07-21,Thursday,2010-12,2011-07
546083,22152,PLACE SETTING WHITE STAR,24,2011-03-09 11:27:00,0.42,12971,United Kingdom,10.08,False,2011-03,2011-03-09,Wednesday,2010-12,2011-03
541223,22199,FRYING PAN RED RETROSPOT,1,2011-01-14 14:39:00,4.25,17954,United Kingdom,4.25,False,2011-01,2011-01-14,Friday,2010-12,2011-01
553711,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-05-18 15:39:00,1.25,13552,United Kingdom,30.0,False,2011-05,2011-05-18,Wednesday,2011-01,2011-05
537265,22475,SKULL DESIGN TV DINNER TRAY,1,2010-12-06 11:26:00,4.95,15919,United Kingdom,4.95,False,2010-12,2010-12-06,Monday,2010-12,2010-12
541795,22147,FELTCRAFT BUTTERFLY HEARTS,3,2011-01-21 13:47:00,1.45,14692,United Kingdom,4.35,False,2011-01,2011-01-21,Friday,2011-01,2011-01
574328,22897,OVEN MITT APPLES DESIGN,10,2011-11-04 09:05:00,1.45,13081,United Kingdom,14.5,False,2011-11,2011-11-04,Friday,2010-12,2011-11
570713,22150,3 STRIPEY MICE FELTCRAFT,6,2011-10-12 10:18:00,1.95,17064,United Kingdom,11.7,False,2011-10,2011-10-12,Wednesday,2011-01,2011-10
540348,21621,VINTAGE UNION JACK BUNTING,2,2011-01-06 13:56:00,8.5,12841,United Kingdom,17.0,False,2011-01,2011-01-06,Thursday,2010-12,2011-01
547663,20728,LUNCH BAG CARS BLUE,6,2011-03-24 13:16:00,1.65,16022,United Kingdom,9.899999999999999,False,2011-03,2011-03-24,Thursday,2011-03,2011-03
558435,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,2011-06-29 12:37:00,3.75,13078,United Kingdom,15.0,False,2011-06,2011-06-29,Wednesday,2010-12,2011-06
556425,21716,BOYS VINTAGE TIN SEASIDE BUCKET,2,2011-06-10 12:51:00,2.55,14178,United Kingdom,5.1,False,2011-06,2011-06-10,Friday,2011-06,2011-06
540014,20772,GARDEN PATH JOURNAL,1,2011-01-04 11:34:00,2.55,14606,United Kingdom,2.55,False,2011-01,2011-01-04,Tuesday,2010-12,2011-01
575593,22867,HAND WARMER BIRD DESIGN,12,2011-11-10 12:12:00,2.1,14226,United Kingdom,25.200000000000003,False,2011-11,2011-11-10,Thursday,2011-03,2011-11
573076,23581,JUMBO BAG PAISLEY PARK,10,2011-10-27 14:05:00,2.08,13488,United Kingdom,20.8,False,2011-10,2011-10-27,Thursday,2010-12,2011-10
577552,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-11-20 15:27:00,0.85,14282,United Kingdom,8.5,False,2011-11,2011-11-20,Sunday,2010-12,2011-11
C575648,23085,ANTIQUE SILVER BAUBLE LAMP  ,-2,2011-11-10 14:22:00,8.25,16523,United Kingdom,-16.5,True,2011-11,2011-11-10,Thursday,2011-01,2011-11
540161,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-01-05 11:52:00,3.75,16719,United Kingdom,7.5,False,2011-01,2011-01-05,Wednesday,2010-12,2011-01
557268,23284,DOORMAT KEEP CALM AND COME IN,1,2011-06-19 11:26:00,7.95,13097,United Kingdom,7.95,False,2011-06,2011-06-19,Sunday,2010-12,2011-06
552353,22716,CARD CIRCUS PARADE,12,2011-05-09 12:14:00,0.42,17612,United Kingdom,5.04,False,2011-05,2011-05-09,Monday,2011-02,2011-05
565426,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-09-04 12:41:00,0.95,12851,United Kingdom,0.95,False,2011-09,2011-09-04,Sunday,2011-09,2011-09
554278,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,2011-05-23 13:25:00,8.95,13831,United Kingdom,35.8,False,2011-05,2011-05-23,Monday,2010-12,2011-05
555400,22660,DOORMAT I LOVE LONDON,6,2011-06-02 17:50:00,6.75,14088,United Kingdom,40.5,False,2011-06,2011-06-02,Thursday,2011-01,2011-06
544109,77101A,UNION FLAG WINDSOCK,4,2011-02-16 10:56:00,1.25,12841,United Kingdom,5.0,False,2011-02,2011-02-16,Wednesday,2010-12,2011-02
550481,21626,VINTAGE UNION JACK PENNANT,6,2011-04-18 14:08:00,1.95,17634,United Kingdom,11.7,False,2011-04,2011-04-18,Monday,2011-01,2011-04
546090,22829,SWEETHEART WIRE WALL TIDY,8,2011-03-09 11:48:00,8.5,16525,United Kingdom,68.0,False,2011-03,2011-03-09,Wednesday,2010-12,2011-03
576779,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-11-16 13:25:00,2.95,14554,United Kingdom,2.95,False,2011-11,2011-11-16,Wednesday,2011-10,2011-11
554268,22427,ENAMEL FLOWER JUG CREAM,1,2011-05-23 12:59:00,5.95,15311,United Kingdom,5.95,False,2011-05,2011-05-23,Monday,2010-12,2011-05
566296,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-09-11 15:47:00,0.42,17841,United Kingdom,0.42,False,2011-09,2011-09-11,Sunday,2010-12,2011-09
546781,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-03-17 09:03:00,1.25,12955,United Kingdom,15.0,False,2011-03,2011-03-17,Thursday,2011-03,2011-03
572087,22631,CIRCUS PARADE LUNCH BOX ,12,2011-10-20 14:30:00,1.95,12683,France,23.4,False,2011-10,2011-10-20,Thursday,2010-12,2011-10
563706,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-18 14:48:00,1.69,14189,United Kingdom,13.52,False,2011-08,2011-08-18,Thursday,2010-12,2011-08
539019,22130,PARTY CONE CHRISTMAS DECORATION ,6,2010-12-15 14:12:00,0.85,17551,United Kingdom,5.1,False,2010-12,2010-12-15,Wednesday,2010-12,2010-12
580305,23489,VINTAGE BELLS GARLAND,1,2011-12-02 14:26:00,2.89,12970,United Kingdom,2.89,False,2011-12,2011-12-02,Friday,2011-01,2011-12
544349,22030,SWALLOWS GREETING CARD,12,2011-02-18 10:03:00,0.42,16713,United Kingdom,5.04,False,2011-02,2011-02-18,Friday,2010-12,2011-02
548497,20726,LUNCH BAG WOODLAND,12,2011-03-31 13:43:00,1.65,13089,United Kingdom,19.799999999999997,False,2011-03,2011-03-31,Thursday,2010-12,2011-03
564034,22469,HEART OF WICKER SMALL,12,2011-08-22 12:22:00,1.65,12935,United Kingdom,19.799999999999997,False,2011-08,2011-08-22,Monday,2011-01,2011-08
575918,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-11-11 16:58:00,1.25,17191,United Kingdom,15.0,False,2011-11,2011-11-11,Friday,2010-12,2011-11
559144,23209,LUNCH BAG DOILEY PATTERN ,10,2011-07-06 14:17:00,1.65,12921,United Kingdom,16.5,False,2011-07,2011-07-06,Wednesday,2010-12,2011-07
564346,22095,LADS ONLY TISSUE BOX,10,2011-08-24 14:54:00,0.39,15727,United Kingdom,3.9000000000000004,False,2011-08,2011-08-24,Wednesday,2010-12,2011-08
569143,23115,RED APPLES CHOPPING BOARD   ,1,2011-09-30 15:04:00,4.95,15867,United Kingdom,4.95,False,2011-09,2011-09-30,Friday,2010-12,2011-09
536856,21990,MODERN FLORAL STATIONERY SET,6,2010-12-03 10:26:00,2.95,13370,United Kingdom,17.700000000000003,False,2010-12,2010-12-03,Friday,2010-12,2010-12
542614,22469,HEART OF WICKER SMALL,12,2011-01-30 14:37:00,1.65,15708,United Kingdom,19.799999999999997,False,2011-01,2011-01-30,Sunday,2010-12,2011-01
540060,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,2011-01-04 14:40:00,4.65,14732,United Kingdom,18.6,False,2011-01,2011-01-04,Tuesday,2011-01,2011-01
536398,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-12-01 10:52:00,2.1,13448,United Kingdom,25.200000000000003,False,2010-12,2010-12-01,Wednesday,2010-12,2010-12
562688,22534,MAGIC DRAWING SLATE SPACEBOY ,4,2011-08-08 13:53:00,0.42,13869,United Kingdom,1.68,False,2011-08,2011-08-08,Monday,2010-12,2011-08
567822,23546,WRAP PAISLEY PARK ,25,2011-09-22 12:54:00,0.42,17644,United Kingdom,10.5,False,2011-09,2011-09-22,Thursday,2011-01,2011-09
572333,23313,VINTAGE CHRISTMAS BUNTING,5,2011-10-24 10:23:00,4.95,13704,United Kingdom,24.75,False,2011-10,2011-10-24,Monday,2011-09,2011-10
551421,23051,RECYCLED ACAPULCO MAT BLUE,4,2011-04-28 14:04:00,8.25,14077,United Kingdom,33.0,False,2011-04,2011-04-28,Thursday,2011-03,2011-04
539087,22380,TOY TIDY SPACEBOY  ,15,2010-12-16 09:44:00,2.1,13093,United Kingdom,31.5,False,2010-12,2010-12-16,Thursday,2010-12,2010-12
551887,POST,POSTAGE,2,2011-05-05 09:29:00,18.0,12593,France,36.0,False,2011-05,2011-05-05,Thursday,2011-05,2011-05
552822,22090,PAPER BUNTING RETROSPOT,2,2011-05-11 12:59:00,2.95,15521,United Kingdom,5.9,False,2011-05,2011-05-11,Wednesday,2011-03,2011-05
566913,23356,LOVE HOT WATER BOTTLE,2,2011-09-15 14:07:00,5.95,17602,United Kingdom,11.9,False,2011-09,2011-09-15,Thursday,2011-01,2011-09
537369,84912A,PINK ROSE WASHBAG,1,2010-12-06 12:41:00,3.75,17860,United Kingdom,3.75,False,2010-12,2010-12-06,Monday,2010-12,2010-12
566448,23427,STOOL HOME SWEET HOME ,4,2011-09-12 16:06:00,10.4,14897,United Kingdom,41.6,False,2011-09,2011-09-12,Monday,2011-02,2011-09
581425,85199S,SMALL HANGING IVORY/RED WOOD BIRD,1,2011-12-08 15:31:00,0.42,14796,United Kingdom,0.42,False,2011-12,2011-12-08,Thursday,2010-12,2011-12
538014,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,12,2010-12-09 12:49:00,4.25,14440,United Kingdom,51.0,False,2010-12,2010-12-09,Thursday,2010-12,2010-12
541103,20726,LUNCH BAG WOODLAND,10,2011-01-13 14:24:00,1.65,14215,United Kingdom,16.5,False,2011-01,2011-01-13,Thursday,2010-12,2011-01
549614,21844,RED RETROSPOT MUG,6,2011-04-11 11:38:00,2.95,12720,Germany,17.700000000000003,False,2011-04,2011-04-11,Monday,2010-12,2011-04
559554,85175,CACTI T-LIGHT CANDLES,256,2011-07-11 10:12:00,0.36,14258,United Kingdom,92.16,False,2011-07,2011-07-11,Monday,2011-01,2011-07
556413,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-06-10 12:01:00,0.95,16005,United Kingdom,0.95,False,2011-06,2011-06-10,Friday,2011-03,2011-06
537867,21484,CHICK GREY HOT WATER BOTTLE,4,2010-12-08 16:48:00,3.45,16717,United Kingdom,13.8,False,2010-12,2010-12-08,Wednesday,2010-12,2010-12
566647,23559,WOODLAND BUNNIES LOLLY MAKERS,1,2011-09-14 11:21:00,2.08,18001,United Kingdom,2.08,False,2011-09,2011-09-14,Wednesday,2011-09,2011-09
553678,23167,SMALL CERAMIC TOP STORAGE JAR ,12,2011-05-18 13:00:00,0.83,14009,United Kingdom,9.959999999999999,False,2011-05,2011-05-18,Wednesday,2011-05,2011-05
553856,22313,OFFICE MUG WARMER PINK,1,2011-05-19 13:28:00,2.95,16813,United Kingdom,2.95,False,2011-05,2011-05-19,Thursday,2011-05,2011-05
550915,85159B,"WHITE TEA,COFFEE,SUGAR JARS",1,2011-04-21 13:30:00,1.95,13263,United Kingdom,1.95,False,2011-04,2011-04-21,Thursday,2011-01,2011-04
548666,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,2011-04-01 14:58:00,0.29,13124,United Kingdom,3.4799999999999995,False,2011-04,2011-04-01,Friday,2010-12,2011-04
541948,47566B,TEA TIME PARTY BUNTING,3,2011-01-24 12:00:00,4.65,15820,United Kingdom,13.950000000000001,False,2011-01,2011-01-24,Monday,2011-01,2011-01
554080,23044,PAPER LANTERN 9 POINT HOLLY STAR S,1,2011-05-22 11:42:00,4.15,16931,United Kingdom,4.15,False,2011-05,2011-05-22,Sunday,2010-12,2011-05
567454,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2011-09-20 12:12:00,2.55,15839,United Kingdom,15.299999999999999,False,2011-09,2011-09-20,Tuesday,2011-07,2011-09
556102,22274,FELTCRAFT DOLL EMILY,6,2011-06-08 16:15:00,2.95,13115,United Kingdom,17.700000000000003,False,2011-06,2011-06-08,Wednesday,2010-12,2011-06
542646,20674,GREEN POLKADOT BOWL,12,2011-01-31 11:42:00,1.25,17220,United Kingdom,15.0,False,2011-01,2011-01-31,Monday,2010-12,2011-01
572520,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,24,2011-10-24 15:05:00,0.79,13165,United Kingdom,18.96,False,2011-10,2011-10-24,Monday,2010-12,2011-10
544470,22517,CHILDS GARDEN RAKE PINK,6,2011-02-21 08:38:00,2.1,12707,France,12.600000000000001,False,2011-02,2011-02-21,Monday,2011-02,2011-02
567859,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-09-22 13:51:00,3.75,12936,United Kingdom,15.0,False,2011-09,2011-09-22,Thursday,2011-09,2011-09
574088,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,2011-11-03 08:56:00,7.9,18044,United Kingdom,15.8,False,2011-11,2011-11-03,Thursday,2010-12,2011-11
541274,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-01-17 11:24:00,1.25,15696,United Kingdom,15.0,False,2011-01,2011-01-17,Monday,2011-01,2011-01
570126,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-10-07 13:16:00,4.95,16910,United Kingdom,4.95,False,2011-10,2011-10-07,Friday,2011-09,2011-10
559320,48184,DOORMAT ENGLISH ROSE ,1,2011-07-07 14:18:00,7.95,13208,United Kingdom,7.95,False,2011-07,2011-07-07,Thursday,2011-02,2011-07
562575,22244,3 HOOK HANGER MAGIC GARDEN,12,2011-08-07 12:54:00,1.95,15411,United Kingdom,23.4,False,2011-08,2011-08-07,Sunday,2011-06,2011-08
580660,23349,ROLL WRAP VINTAGE CHRISTMAS,12,2011-12-05 13:49:00,1.25,16592,United Kingdom,15.0,False,2011-12,2011-12-05,Monday,2011-02,2011-12
544796,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,2,2011-02-23 13:37:00,2.95,16208,United Kingdom,5.9,False,2011-02,2011-02-23,Wednesday,2011-02,2011-02
C555636,22685,FRENCH BLUE METAL DOOR SIGN 0,-10,2011-06-06 12:33:00,1.25,15073,United Kingdom,-12.5,True,2011-06,2011-06-06,Monday,2011-06,2011-06
